QUESTION,SENTENCE,LABEL
Who do stylistic parallels with the so-called Isaac frescoes in the Upper Church lead some scholars to identify as Giotto?,The painting depicts a breezy estuary scene with a Dutch man-o-war before a castle.,0
What is the landscape somewhat reminiscent of?,The old soldier looks at the maidservant wearily; she holds up a coin and in no uncertain terms asks for another.,0
Who were the donors depicted in the margin of the icon?,"The sitter of this portrait, Henri Groulart, was an important official who, as a representant of Cardinal Mazarin, participated in the negotiations aiming to end the war of thirty years.",0
Who was the Incredulity of St Thomas commissioned from Vasari by for their chapel in the church?,The Cordobese Antonio del Castillo was a magnificent draftsman who reveals his skills in a series on the life of Joseph.,0
What is The Last Judgment?,This scene is on the wall of the room of Tasso.,0
Who probably had two sections of the wall painted in 1512?,It is not known for which church of which Piedmontese town the work was created,0
Who is goddess of wisdom?,"The painting is notable for its generous, sketchy brushwork and its attention to effects of light and shadow''",0
Who does the painting show a mountainous wooded river landscape with?,The picture shows the main altar in the church of Sant ` Agostino in San Gimignano with the painting of Piero del Pollaiuolo,0
What do the paintings present similar views of vast and fecund picturesque gardens dining in?,Pilate displays Jesus to the people of Jerusalem with the words'' ``Here is the man'''' (Latin: Ecce homo).,0
What can Titian's influence be seen in?,"This canvas represents a still-life with Hercules candlestick, silver gilt ewer, lemons and oranges on a sideboard dish, nautilus shell, and other objects arranged on a ledge with a column beyond.",0
Who discouraged but not defeated returned to Madrid the following year?,"In Millet's hands, the coarse materiality of painting serves to express the symbolic.",0
"What is not entirely clear how, or even whether, the panels were originally joined together?","The artist has depicted some craft plying their way across the canal, including a passenger barge at the left, but the scene is a relatively peaceful one.",0
Who then carried the head of Saint John the Baptist to Herodias on a silver charger?,It depicts The Hero's Victory at Sea and Allegory of Peace.,0
What presented nature studies free of Romantic effects?,"The theme of a tutor and his ward was employed by another, somewhat earlier painter.",0
Who was influenced by Alvise Vivarini?,"Frederick III, Elector of Saxony was honored by later historians with the epithet ` the Wise ' in recognition of his resolute, persistent and diplomatic political style",0
What was The Starry Night?,"The two brothers are placed in the foreground on either side of the plate of stew, while behind them are their parents, Sarah and Isaac",0
What does the composition show in a close-up format?,The present winter landscape by Leytens is animated with villagers,0
What is assumed?,"Under a separate contract a further painting, St Ildefonso was made.",0
Who is the picture previously identified as?,"Chassriau painted three Harem interiors after his trip to North Africa, the first dated 1849, and the last 1854; the painting here is dated between these two dates.",0
What was stolen from the museum in July 2004?,This picture is an impression of the wild region of the Bode Valley in the Harz mountains.,0
Who does Tintoretto show recovering his power of speech?,Steen's years in Haarlem were the most productive and important of his career.,0
What did Charles-Auguste van den Berghe produce views of the city under?,"The fanciful composition imitates several miniatures which have been attributed to Fragonard, whose wife exhibited a number of miniatures of children between 1779 and 1782",0
"What is Apollo, Pan, and Marsyas filtered through?","Gabriel Metsu was born in Leiden, the son of a Flemish painter who had emigrated to the north.",0
Who was Zephyr accompanied by?,The unique female figures and representations of the eternal mother are overwhelming.,0
Who are unanimously considered the earliest works attributable to Duccio?,The pictures may be of biblical subjects but they are set in authentic contemporary surroundings with furnishings often meticulously represented.,0
What was one of Pieter de Hooch's innovations?,It is here that van der Weyden's concept of art meets van Eyck's.,0
What contained about ninety thousand pounds of gunpowder?,The visionary and dramatic violence of the leading painter in the group known as the Seicento Lombardo places the episode connected with the mass into the background.,0
What does the medallion represent?,"As in earlier examples, Benozzo Gozzoli has combined the Assumption with a depiction of Mary lowering her girdle",0
"What do the frescoes in the Sala di Psiche illustrate Apuleius's The Golden Ass, a late-antique story that recounts Psyche's romantic adventures and the trials in?","However, it is entirely typical of the Rotterdam artist Ludolf de Jongh.",0
Who was the renovator of the Franciscan order?,Despite George's mischievous address to the viewer- probably to be imagined as his Papa- the composition echoes Michelangelo's grand and severe sibyls on the Sistine Chapel ceiling.,0
Whose rich patron pushed Abb de Saint-Non?,"The arbiters of this rule, the main figures, Plato and Aristotle, are shown in the center, engaged in such a dialogue.",0
What do cartouche-shaped monochromes link the heavy gold frames of?,"Despite its apparent fidelity to nature, the painting reveals a somewhat fantastical element in its mixture of different geological formations and its unnatural ratios of scale",0
What does the cluster of sons and grandsons around the marchese illustrate an aspect of?,"The sitter's vaguely classical garb, trimmed with flowers adorning her bosom, might suggest an identity as Flora, Roman goddess of blossoming spring.",0
What did the painter study in at Titian?,As a young man he had painted a picture of a triumphant Marat but panicked that it would embroil him too far in revolutionary affairs; he had since steered clear of Napoleonic propaganda.,0
Whose design were the paintings largely executed by Van Dyck after?,This panel is part of the predella of the Quaratesi polyptych,0
What was Art?,"In addition to the unconventional allegorical and mythological subjects that he painted, Piero di Cosimo also produced a number of religious or devotional paintings of a more standard type, an example being this tondo",0
What could be at the same time a representation of the Four Elements and an allegory of the Five Senses?,This head and other fragments (three heads of Prophets and of Emperor Charles IV) now in the Wallraf-Richartz-Museum were discovered on the north wall of the Cologne town hall's Hansa chamber during renovations in 1859,0
What does Pilate display Jesus to the people of Jerusalem with ``Here is the man''''?,"If Isenbrant and Benson were not always very original, the same cannot be said of Jan Provost or Lanceloot Blondeel.",0
Who is near Poitiers?,Only the late Hals knew how to preserve the strict precision of a virtuoso painter without keeping his nervous irritation in check.,0
Who was Lucius Postumius Albinus?,"The twin churches of Santa Maria di Montesanto (at left) and Santa Maria dei Miracoli (at right), designed by Carlo Rainaldi (1611-1691), dominate the southern end of the Piazza.",0
"What are the dogs portrayed here surrounded by three other dogs: a bloodhound, a small spaniel and a Molossian wearing a collar armed with pointed studs?",The sculpturally rounded figures stand out dramatically against the blue of the sky,0
What does the picture show the central panel of?,The painting is signed and dated 1872,0
"As was recognized very early by art historians, what was the composition of Holbein's Last Supper based on in Milan?","The Gethsemane scene is rendered with mournful sweetness, somewhat theatrical in the ample gestures of the protagonists, Jesus and the angels.",0
Who is one possibility by?,"In his youth he traveled widely in Europe- to Germany, Italy, England, France and Spain.",0
When does recent research suggest?,"Jan Brueghel the Elder was the most important flower painter of his time, and the first to make a painting of a vase of flowers a genre in its own right.",0
What does the exotic look do gaze?,It treats the same subject with some compositional differences in smaller format.,0
What is a final compendium of Caravaggio's art?,"Van Gogh painted the portrait of the caf's owner, Agostina Segatori, who sat for van Gogh a few times.",0
What is the graceful decorative quality which has been noted as a typical feature of the artist's later works brilliantly reflected in?,"Dwellings with the yellow faades, characteristic of Stalbemt, are hidden behind trees",0
What did Van Gogh do?,Ovid describes at length (Met.,0
What does Jesus hold red cherries in?,In order to show man's relationship with nature he often placed peasants in his rustic landscapes,0
"What is an anonymous, undoubtedly period, copy of a painting executed in the spring of 1783?",The painting depicts a market scene amidst ruins with peasants slaughtering a pig,0
What varies from a vein of realism to visions of miracles and scenes of contemplation in which the mysticism of the great Estremaduran artist has mingled with his colors?,"Caillebotte painted two versions of the Floor Scrapers, exhibiting both at the second Impressionist show in 1876.",0
Who is the painting?,"In contrast to Botticelli's earlier versions of the Adoration, the Virgin and the Christ Child now form the painting's main focal point, uncontested by any of the figures accompanying them.",0
Who painted the waters of the Seine at Bougival or Marly as sensitively as the nuances of snow color in Pissarro's beloved lanes and gardens of Louveciennes?,The picture shows one of the scenes from the Stories from the Life of St Stephen painted by Filippo Lippi in the choir of the Prato Cathedral,0
What can the wild sea not be certain will reach the coast safely?,The scene of freeing Angelica is based to a large extent on Old Master compositions for Perseus and Andromeda and is painted in a style emulating Raphael 's,0
What does Colour contribute to the complex programmatic content of the altarpiece?,"This painting depicts the dramatically situated ruin of Kilchurn Castle, which sits at the head of Loch Awe in Argyllshire and is still, today, one of the most picturesque castles in Scotland",0
Who was Jacob Hoefnagel?,"This is one of two the side panels of the altarpiece at Llus, the other representing St John the Evangelist with Mary",0
What are the apostles defined with?,"Of the countless Renaissance paintings of Venus and Cupid, few are as beautiful- and certainly none is quite so startling- as this humorous wedding picture.",0
Who did Snyders have?,"Mary wears a large blue cloak which she gathers round herself with one hand, while with her free hand she gestures towards Elizabeth.",0
When did Carracci move to Rome?,In his Sacra Famiglia or Holy Family Albani finds that characteristic blend of sovereign grace and delicacy that today's spectator may find slightly disturbing.,0
What shows similarity to the Madonna paintings by Murillo?,The left wing of the diptych represents Jean Carondelet.,0
Who did the king have cast into the fire?,"In this painting the artist combines the elements of the landscape, portrait, and genre.",0
Who was a magnificent draftsman who reveals his skills in a series on the life of Joseph?,"As well as being a painter, Cropsey worked as an architect throughout his life.",0
What was attributed to Aelbert Cuyp until 1952?,They include the,0
What can the stylistic elements of both the Flemish and the Dutch seventeenth-century painting be observed in?,"The original design of the convent was by Andrea Palladio, but it was completed by Baldassare Longhena with the help of the two Tuscan artists; consequently it combines Renaissance classicism with a monumental Baroque style",0
What is the crowd of people only partly resolved into?,It survives intact with its original engaged frame decorated with a continuous flower pattern and the artist's signature,0
What belongs to a series of four representing The Four Seasons?,This picture shows spoils of war in the upper register of the walls (above a niche) in the so-called Hall of the all ` antica figures in the Villa dei Vescovi,0
What was Van den Bossche fascinated by?,"The animals are placed in a setting (Netherlandish, mountainous, exotic) corresponding to the species",0
Who was the polyptych painted for in Prato?,"In the present version the machine depicted in a narrow, dark place is virtually imprisoning the weaver, the geometrical elements appear as prison bars.",0
What is a Man ` O War safely moored?,"This is shown on the left of the picture, while on the right in the background we can see Sodom burning.",0
What deed secured the legendary Roman lady a place in the series of exemplary females that in European painting were depicted as examples of virtue?,"The gold-black cornice, with its three-dimensional corner cartouches, serves as a picture frame in which an inner surround of painted architecture enlivened by putti creates an imaginary oval opening''",0
What lies in the fact that it is very close to Michelangelo's early unfinished picture?,The composition follows the example set by Caravaggio and populrized by Bartolomeo Manfredi.,0
"Who see an old, medieval Arles?","Gabriel Metsu was born in Leiden, the son of a Flemish painter who had emigrated to the north.",0
What was a side wing of a polyptych like the panel representing St Sebastian?,"Although thronged together, the people still display different reactions, which are obviously dependent on the distance they stand from the actual event, and which range from dumb amazement through to arms thrown up in horror",0
What may also be connected with a fundamental change of style?,"In the 1640s Herrera's production went into a decline, although he is known to have received the occasional commission from a religious order.",0
What was painted on actual concave pendentives?,It could be assumed that the panel is a free re-creation by Cranach of a model from the school of Perugino,0
What was Cornaro's left hand?,The Caf du Tambourin in Montmartre was a favorite place of Parisian artists.,0
"What has a herdsman driven his cattle to drink in to the far left, however?","It was once at the Uffizi, and was placed in the Pitti during the rearrangement of 1928",0
What can be seen?,"He was strongly influenced by Luca Giordano, to whom this painting was formerly attributed",0
Who was deeply influenced by a lengthy stay in Paris where he went to the studio of Carolus-Duran?,"For all his modernity, Rubens often worked very much like a late-Medieval Northern master, either by employing assistants or by acting in collaboration with independent masters.",0
What is the pendant of the Poultry Seller?,One cell at the end of the corridor for lay brothers was distinguished by its occupant and size.,0
"What does Hobbema like to open up with various outlooks into a shiny distance, and his luminous skies of an intense white and blue permeate the whole with sparkling daylight?","The canvas was painted by the artist in 1751 for Ernst Guido, Graf von Harrach, one of the most important collectors of the day, and remained in the family's collection for nearly 250 years.",0
Who did Diana substituted a stag for the human victim and carry Iphigenia away to be at the last moment?,(It is usually referred to as the Altarpiece of San Giovanni Crisostomo. ),0
What is beyond any doubt since there exists a copy of the work bearing Sforza's name?,Willem Kalf spent a few years in Paris as a young artist.,0
What do stylistic affinities with certain works from the artist's early career enable four angels to date at around 1490?,In this painting a cavalry battle scene with Roman and Turkish soldiers is depicted.,0
What emerged from a rich biblical and visual tradition exemplified in a marble statue by Nino Pisano in the Santa Maria Novella?,"The small painting was formerly attributed to Bartholomeus Breenbergh, a contemporary of Poelenburgh.",0
Where was Caravaggio's Madonna di Loreto installed by the end of 1604?,"It won admission to the Roman Academy for the Spanish court painter, serving Velzquez as a kind of entree, and he could expect its success to bring him commissions to paint some very distinguished people.",0
What dates to 1525?,The face contrasts with Greuze's frequently languid expressions of young girls ' heads,0
Who represents the wife of the sitter?,"Raphael decorated Bibbiena's loggetta in the style of newly-discovered ancient Roman ornamental forms- the walls and ceilings are adorned with grotesques, open areas and geometric ornaments.",0
Whose Ave Maria has a young mother come to pray in?,"It is unfortunately impossible to reconstruct the whole of Mantegna's original intentions there with any confidence, although some panels almost certainly traceable to the chapel still survive.",0
What does catalogue number: bredius?,"Shown here in his early twenties, the future Cosimo III de ' Medici exhibits the taste for command he would indulge harshly and disastrously when he assumed the family title",0
Who enhanced the subject matter to an ecstatic spectacle?,"Peruzzi, a follower of Raphael, was an architect and painter who moved fluidly among artistic tasks, but his heart was in drawing, as the dancers ' gracefully swirling skirts joyously demonstrate",0
Whose body and the kinsfolk and disciples did the scale focus all the attention on?,"The complete decoration of a church remained an exception in the fourteenth century, despite the example of San Francesco in Assisi, which is a special case",0
What did almost all have?,"In the foreground, a number of fishermen, engaged in various activities, give the painting the necessary natural touch",0
What is taken from the poem Cupid Stealing Honey by the classical Greek poet Theocritus?,"The two flamboyant angels reveal Franciabigio's distinctive lexicon with their proto-Baroque sensibility and deep pathos painted in excited, jagged contors, combined with the strong raking light and almost smoldering atmosphere",0
What do Sirani paints Judith upon her triumphant return to Israel with in her grandest and most dramatic work?,The story is based on a Spanish novel translated into Italian in 1606,0
What is the series entitled Shortly after?,He moved on from vigorous and spontaneous brushwork to a dense fabric of points.,0
Who was Benozzo Gozzoli a student of who had a formative influence on him?,"His light, casual, yet confident handling can be seen in such works as Le feu aux poudres.",0
What was Franciabigio's monogram discovered on?,"Francesco Furini, a Florentine painter who completed the decoration of the Sala degli Argenti in the Palazzo Pitte begun by Giovanni da San Giovanni, was famous for his nudes",0
Who is three-quarter length?,"The foreground is painted in greyish-brown tones, against which, sharply and precisely drawn, the yellow riding coat and the red cape stand out as the real subjects of the painting",0
Who is placed within the extended space of the residence?,"A golden cloth hangs in the background, made with a gold leaf splendidly incised to imitate the softness and weft of the material.",0
What does the painting show?,"This picture was executed in the service of the emperor Rudolph II, with the assistance of the artist's son, Jacob Hoefnagel",0
Whose desk is St Luke the Evangelist enthroned behind?,"The portraits of Cornelis De Vos, who was born in Hulst in the Northern Netherlands, but who was active in Antwerp, are amongst the most beautiful produced in the Southern Netherlands in the 17th century.",0
What is largely the work of Mathieu?,This small panel picture also has claim to being an early independent painting by Lippi and reflects impulses from Masaccio's style.,0
What did Van der Neer enrich the tonal landscape with?,It is Dutch in style; emphasis is placed on the portrayal of lighting effects on the frozen spaces,0
What would the composition of the painting have meant abandoning the basic principles of?,"This signed and dated painting, depicting musicians with animals performing before a tavern, forms a pair with another panel of the same size and same subject",0
What shines above the grotto?,This playful depiction of the Virgin and Child with the Infant St John the Baptist is typical of the style of the Roman painter Angelo Caroselli,0
What does the young man stand with slightly apart?,The picture is unusual in his oeuvre.,0
What is the last of some forty self-portraits?,In July 1654 Herrera signed a contract for the altarpiece of the Carmelites of San Hermengildo (now San Jos).,0
What does the picture show?,"This unfinished painting is a variant of the composition of Raphael's Garvagh Madonna (then in Bologna, now in the National Gallery, London)",0
What was most of there?,This image depicts Mercury handing the golden apple to Paris,0
What do the artist depict in meticulous detail?,Volaire painted several scenes representing the eruptions of Vesuvius since there were a number of eruptions during his sojourn in Naples.,0
Whose painting are the three attributes of Mary represented by angels encircling the Madonna in three rings in?,"Inspired by the paintings of his great predecessor, Pieter Breugel the Elder and his Flemish followers, Avercamp chose the winter landscape as his primary subject matter and turned it into a uniquely Dutch genre",0
What obscured by the meat pie balanced on his head another man swims closer to shore?,Such small paintings were produced comparatively quickly and in large numbers at quite modest prices.,0
Who is an early work showing the strong influence of his master?,"Astyages, the king of Media, and grandfather of Cyrus, ordered that his infant grandchild be slain in an attempt to thwart a prophecy that his grandson would one day overthrow him.",0
What is not firmly set?,"His taste was eclectic and he also encouraged young artists, such as Alexandre-Evariste Fragonard.",0
What does the market woman bowl containing?,The painting represents a southern landscape with male figures resting underneath a Roman statue,0
What does the picture show?,Although the basic format of the painting is essentially that of the late Gothic polyptychs it nevertheless breaks new grounds in the way this traditional scheme is handled.,0
What were believed to have been made by Christ's crown of thorns?,"The soft light which pervades the portrait certainly recalls Leonardo, but the restless and problematic elements which Leonardo's complex figurative research present are absent.",0
What was the sensational debut of Gustave Moreau on attracted many loyal admirers?,This painting of an Egyptian farm worker is among the most striking of Jerichau Baumann's oriental scenes.,0
"What is the result with a light, ordered structure?",This biblical episode is considered to be an allusion to the Resurrection and to the Ascension of Christ depicted in the large canvases on the walls of the Upper Hall.,0
What was done while Rubens was in Genoa in 1606?,"But he often depicted single figures as well: everyday characters such as the baker, the fishmonger or the barber-surgeon.",0
Who began the work when he was barely 20 years old?,"The features of the supplicating friars and the throne, a simple wooden seat placed obliquely to create an effect of perspective, reflect the teaching of Cimabue.",0
What is a fragment of the panel of the central pediment of the Maest &#224;?,"The two families, Toulouse-Lautrec and Cleyran, had been interrelated since the 18th century.",0
What was the complex among?,"The painting was the right panel of a diptych, the left panel being a half-length standing Madonna with the Child.",0
Who was referred to as the Master of the Groote Adoration?,"Although specialised in prehistoric scenes and religious subjects, Cormon deals in this painting with an aspect of modern life, in which natural light and fire play a fundamental role",0
Who was the painting purchased by?,"It is largely the work of Mathieu, who often revised his brothers ' pieces.",0
Who was the prototype of the painting the Reliquary of?,Weaknesses in the depiction of individual heads result from the involvement of assistants,0
Who was the town hall?,Andries van Eertvelt is regarded as the first Flemish marine painter,0
What depicts a notary in Job Berckheyde's office handing deeds to a man with a youth looking on?,The subject is the visit of St Elisabeth and the Infant St John at the Virgin and her Child,0
What was the handsome double duke's king?,"The narrative cycle on the ceiling is a collective work by Filippo Gherardi and Giovanni Coli, the architecture painting and framing is by Johann Paul Schor and his workshop",0
What are the figures?,"For the pose of the man kneeling in front of St John the Baptist, the painter looks back to a sarcophagus relief.",0
"What did Cranach's style undergo after about 1515, and the highly finished, mass-produced paintings after that date suffer by comparison with the more individual works Cranach painted in early adulthood?","Metsu was a specialist in market and kitchen scenes which provided the possibility to depict game, fish, fruit and vegetables, and kitchen utensils",0
What does catalogue number: bredius?,"When the cities of Sodom and Gomorrah were about to be destroyed at God's order, angels came and warned Lot to flee with his family.",0
What is the Piet &#224; like?,At the feet of the elements are the skillfully modeled bodies of four prisoners along with trophies of war.,0
When was the Galleria delle Battaglie in the west wing erected only?,"Unlike his Utrecht compatriot Gerrit van Honthorst, who specialised in nocturnal scenes with artificial illumination, Baburen, like Caravaggio, preferred strong patterns of natural daylight",0
What hung in the Church of San Pietro Martire on Murano?,The human figures on the painting were executed by J. Lingelbach,0
What was taken from a window Constable's nearby Hampstead home in the 1820s?,"She wore a full-skirted dress of white muslin that was gathered in a narrow embroidered collar at the neck, and had wide sleeves.",0
Who was also a painter?,"Putti fly down from above to crown the poet, thus honored, with flowers, branches and wreaths of laurel",0
Who is Torino?,"The oval portraits of Willem I and his wife Geertruida Assink are now in the Staatliche Museen, Berlin, while the portraits of Willem II and his wife (and niece) Geertruid Marienburg are in Prague.",0
What includes a tympanum embellished with the device of San Bernardino supported by two angels?,"Margaret Stirling (died 1849) was the daughter of Sir William Stirling, 4th Baronet of Ardoch (c. 1730-1799) and his wife Christian Erskine",0
"What is of many-figured compositions executed in bright, solid colors?","The Pierides unwisely clamoured against their decision, and as punishment for their presumption and rudeness were transformed into magpies",0
Who is enthroned with the Christ Child in the center of the painting?,"The fourth compartment in the room of Homer shows Cupid, armed with quiver and arrows, hovering over a landscape typical of Veneto, a clear homage to Paolo Veronese's klandscapes in the Villa Barbaro in Maser",0
Who does the soft light which pervades the portrait certainly recall?,This small panel picture also has claim to being an early independent painting by Lippi and reflects impulses from Masaccio's style.,0
What was used in medieval art as a symbol of Christ's sacrifice for humankind and a parallel for the Eucharist?,This painting depicts a tavern interior with three young peasants merry making.,0
What are dramatically constructed forms?,"Beyond the livestock stands a farmer, gazing at a black and white cow which stands separated from its companions in the foreground.",0
"What documents ``Painted by Raphael of Urbino,'''s full artistic autonomy?","The small scale and different medium- vellum mounted on playing card (and termed ` miniature ' because of the lead, Latin minium, used in the paint) did nothing to hamper Holbein's sturdy realism.",0
Who is Van Boucle thought that Pieter van Boucle may have been a pupil of?,"The attribution of this large canvas, a veduta of the Roman Forum framed as a capriccio by the outside wall of the Colosseum was the subject of a heated debate.",0
What appears softer and rounder?,"Another panel of the polyptych, the Madonna della Candeletta is also in the Brera",0
Where was Andreescu also proficient at intricately?,In this painting the stylistic elements of both the Flemish and the Dutch seventeenth-century painting can be observed.,0
What represents an example of Flemish-style landscapes which were popular in Utrecht and in the area of Delft and The Hague?,"Luther also served as the godfather of Cranach's first daughter, born in 1520",0
What combines with rich and luminous color to create the firmly modelled figures?,"This is one of the scenes of the Apocalypse cycle in the first bay of the nave in the church of Santa Caterina, Urbino",0
What is Calypso still mourning?,"The portrait was also known with title Portrait of a Bandit, Portrait of the Brigand.",0
Who is Gerrit van Honthorst?,Andre Le Ntre was a French garden designer.,0
What does catalogue number: bredius?,"``Only two years after Vasari's book was published, the erection of a stone altar caused the fresco to be covered up by a panel of the Madonna of the Rosary painted by Vasari himself.",0
What is the Dulwich Picture Gallery?,The painting of St Casilda follows a typology invented by Zurbaran and repeated in other paintings of martyr saints.,0
What dates it in the 1740's?,The central panel of the altarpiece represents the Deposition,0
Who would be dressed as women?,The original wooden frame in which Mantegna's signature had been incised was destroyed by lightning in the seventeenth century.,0
Where did Williams often place peasants in order to show man's relationship with nature?,"Rusi &#241; ol's paintings were notable for their precision, their diffuse lighting, their concentration on the subject in hand.",0
What is Lancret?,Franz and Konrad Eberhard were sculptors with whom Ramboux studied in Munich,0
Who prays after defeating the Philistine giant?,The present almost sculptural depiction of one of the patron saints of Crdoba shows St Acisclus holding a sword and a martyr's palm,0
Where was the magnificent decorative style developed?,"At bottom left sits John the Evangelist on the Island of Patmos and to the right the donors, Hermann Scherfgin, councillor and burgomaster of Cologne, and his wife Bela Hirsch, are witnessing the vision.",0
Who does the same landscape link to one another?,"The woman in the center was the dancer and actress Emilienne d'Alenon, while the other was known as Madame Armande to her intimate clients, and was the manager of a lesbian bar in the Rue Pigalle",0
Who was the dominant figure of the Paduan school?,"This still-life depicts two parrots, a guinea pig, a basket of fruit and fowl",0
"When served in most of the cabinets of the period, primarily as Lord Privy Seal?",The compositional structure and the softness and delicacy of technique are reminiscent of the Rococo style in portraiture and show clearly the influence of Rotari.,0
When were Flower painters regarded particularly?,"In the years leading up to and around 1600, just after his return to Antwerp from Italy, Brueghel painted a number of small landscapes of circular format, on panels each measuring 21 cm in diameter.",0
What were surrounded by many ``minor'''' artists throughout the 15th century- a century of perpetual innovation?,"The Veresegyhz commission was probably given to Kremser Schmidt around 1778, the year of the consecration of the church.",0
What was executed for the Oratory of the Archduke Albert in the Ducal Palace in Brussels?,Many of Domenichino's landscapes include small figures.,0
What is the rich array of fruit carefully placed before the figures composed entirely of?,"Hope, Charity and Justice are drenched in light, whereas Fortitude is in shadow",0
Who was Caroline Bonaparte?,This small painting is the only known visual evidence of the artist's famous expertise in the use of linear perspective.,0
Who is one of the greatest Baroque architects in Germany?,"The central panel of the three-part altarpiece shows the Virgin and Child standing on a crescent moon, flanked by saints, Apollonia and Barbara to the left and Catherine of Alexandria and Lawrence to the right.",0
Whose young wife was Anne of Austria?,"This is Scene II of the series of six, entitled Shortly after the Marriage",0
What can be seen in the background?,"During the Hundred Days in 1815, he decisively defeated Napoleon Bonaparte at the Battle of Waterloo",0
What had harpignies traveled extensively across in 1852?,The original wooden frame in which Mantegna's signature had been incised was destroyed by lightning in the seventeenth century.,0
What still exist?,He was also the King of Poland and Grand Duke of Finland,0
What is in the Victoria and Albert Museum?,"Unlike the views of Canaletto, those of Michele Marieschi clearly betray signs of their creator's youthful activity as a stage-designer.",0
What is the nave distinguished by?,"The panels are united not only through their stories, scale and style, and the pattern of wood grain made visible through X-radiograph, but also in their unusual gilding.",0
What is the companion-piece of Country Landscape?,"Like many of Moroni's sitters the cavaliere is posed against a shallow light-coloured background of marble and part-ruined stone to which ivy, emblem of fidelity, clings and from which seedlings sprout.",0
Who does the present version show?,This altarpiece was dedicated on Easter Sunday 1479 and is one of Denmark's great treasures.,0
Who would spend almost two years in France but also in Italy in Europe?,This roundel with the inscription LABELE LVCRESSE depicts Lucretia,0
Who thought Courbet's portrait lacking in either feeling or identifying attributes?,"A painter, illustrator, and author, Tommaso Minardi began his career as a pupil of Giuseppe Zauli.",0
"Who did Henrietta Maria, Queen of England die at the age of 59 at?","As the name of the man is not written on the painting, it was forgotten over the centuries, and until the 19th century even the painter was not known.",0
Who was the painting commissioned from West by?,"Commissioned in 1621 by the nobleman Giovanni Antonio Sauli for his palazzo in Genoa, the painting remained in the family until the twentieth century.",0
What was the Last Supper?,"Although the work is undated, the vessels depicted and the style, which retains the influence of Willem van de Velde the Younger, points to a dating c. 1680",0
"Who was an English military engineer, artist and hunter?",The painting was rejected by the Exposition Universelle in 1878.,0
What are the following:1?,van der Haagen was a Dutch landscapist in The Hague.,0
What was the technique of paint diluted in water?,The picture shows the fresco before the restoration completed in 2002,0
Who confirm the opinion that Andrea was a quick and lively artist who drew with ease?,"The paintings present similar views of vast and fecund picturesque gardens, peopled with elegantly dressed men, women, and children playing games, conversing, promenading, and dining in an exuberant natural environment.",0
What is a fresco painted by Cosimo Rosselli in the Sistine Chapel in Rome?,The painting is signed and dated lower right: H. van vliet \/ Ao 1665,0
Who commissioned a cycle of six Venetian feasts and ceremonies from Antonio Diziani?,"Around the central fresco are grouped, in variously divided and richly ornamented adiculae, episodes from the story of Odysseus's return home, which was decided in the council of the gods.",0
When does the angel prophesy?,"She was frankly middle-aged, yet vigorous and fully present''",0
Who does the right wing represent?,"This is the first version of the portrait which is now in the Metropolitan Museum of Art, New York",0
What do the unusually broad format of the painting suggest above?,We can see the influence of Ghiberti and Donatello,0
What are amongst the most beautiful produced in the Southern Netherlands in the 17th century?,This altar frontal from Guils in the Catalan Pyrenees is presided over by the Pantocrator in accordance with the habitual layout,0
What does the painting represent after the loss of Smolensk?,"Each of these two principal medallions is flanked by two smaller ones, depicting musical angels.",0
What is the silk pelisse of the the Comtesse trimmed with?,"Lippi's handsome figures, constructed sumptuously and optimistically, are much like their sculptured counterparts by Luca della Robbia, a temperamentally similar artist to whom Filippo Lippi owes a debt.",0
What gives both versions of the picture a much greater solidity than the artist intended?,This painting is a tribute to the fertility and the ease of summer.,0
What is the right part of the lunette on the north wall?,"The principal characters (Christ, the Madonna and St Joseph) are probably from Francesco's hand''",0
Who does the scene on the south wall depict the wedding banquet of?,"Matteo Olivieri's portrait-- his name appears on the ledge-- was originally paired with one of his son Michele, who may have commissioned both works.",0
What is considered to be an allusion to the Resurrection and to the Ascension of Christ depicted in the large canvases on the walls of the Upper Hall?,"The men of the family, in armor, are before the Virgin.",0
Who was known in Italy as Il Bamboccio?,"In the Priory of Sant ` Orso probably the same painters worked than in Castello Challant, Issogne, where the wall paintings exhibit a very similar style",0
Who is Geertgen tot Sint Jans?,"The personification of Charity holds two children while another, slightly older, is asleep at her feet.",0
When is the wall decoration in the Room of Astrea depicted at the cardinal points?,"These hairline cracks in the paint, which appear as the paint ages, particularly affect Maddalena's even features and full dcollet",0
What coincides almost exactly with center of the panel?,"The main panel is in the Muse du Louvre, Paris",0
"What do personifications of Avarice, Pride, and Vainglory fly over in place of the cardinal virtues?",The frescoes in the Villa Cornaro are Bortolini's first known works.,0
What is caught by Vulcan?,"This deed secured the legendary Roman lady a place in the series of exemplary females that in European painting, particularly in court circles, were depicted as examples of virtue",0
What did the ancient Greeks do with?,"The figure was drawn from a painting of the artist's father, Luca Longhi",0
What does the girl feed the family dog from a dinner pot in?,The boy is depicted with his spaniel,0
Where is one set in an exterior?,"Charles-Auguste van den Berghe spent several years in Rome, producing views of the city under the tutelage of Pierre-Narcisse Gurin which proved popular in his native France.",0
What represents a scene with soldiers before a tavern drawing water from a well?,"The painting shows the influence of Raphael's Florentine portraits, such as the portrait of Agnolo Doni",0
