IMAGE_FILE,DESCRIPTION,QUESTION,ANSWER
29306-314muril.jpg,"Murillo was one of the leading artists in seventeenth-century Spain, surpassed in his lifetime only by Vel�zquez. Both artists were from Seville, but their temperament, careers and critical success could hardly have been more different. Vel�zquez spent the greater part of his life at court in Madrid. Murillo remained in Seville, painting mainly religious subjects for pious foundations; his death was the result of a fall from a scaffold in the Capuchin church in Cadiz. His secular paintings included a few masterly portraits, but otherwise consisted almost entirely of scenes of childhood, an unprecedented genre in Spain.Murillo's fame eclipsed Vel�zquez's through the eighteenth century, when he was ranked second only to Raphael and influenced, among others, Gainsborough and Reynolds. Only around 1900 did his manner, so well attuned to the religious sensibilities of his time, begin to cloy. For Murillo is the great interpreter of a range of feelings we have come to mistrust: avoiding scenes of martyrdom, he specialised in tender Holy Families, lovable infant saints, graceful Madonnas and Immaculate Conceptions. In later life he was charmingly reassuring even in his portrayal of vagrant children. But the emotional springs of his work were not what they might seem to a twentieth-century viewer. The youngest of fourteen siblings, his parents died when he was nine, and he outlived his wife and all but three of their nine children. From 1635 Spain was interminably at war throughout Europe. In 1649 half the population of Seville died in the plague; there was a popular uprising in 1652. As the world about him sank further into grim despair, it was not sentimentality but heroism which impelled Murillo to cloak his painted world in clouds of incense and of roses. The visitor who flinches from uplifted eyes and pink-cheeked cherubs should perhaps first focus on the firm drawing of the hands, here masterfully foreshortened and individually characterised in eloquent communion. The artist's impeccable draughtsmanship, at first sight concealed under the 'vaporous' brushwork of his late style, influenced by Rubens and Van Dyck, is the visible sign of his underlying stoicism.Murillo had treated the subject of the Two Trinities before, early in his career, when he depicted the Holy Family returning from the Temple (Luke 2:51). The compositions of both pictures derive from sixteenth-century engravings made for Jesuit devotional books by the Flemish Wierix brothers. These images, designed to appeal to a broad lay audience, stressed the humble labours of the Holy Family, and glorified Saint Joseph, carpenter, protector of the Virgin and earthly father of Christ. As God the Father, the dove of the Holy Spirit and Christ form the Celestial Trinity, so Mary, Joseph and Jesus mirror them on earth in a Terrestrial Trinity. In this painting, probably commissioned as an altarpiece, Joseph - the only character directly to address us - holds the flowering rod, sign of God's will that he become Mary's husband. The Christ Child is raised on a dressed stone, both a compositional device to set him at the apex of a triangle in the centre of the painting and symbolic: 'thus saith the Lord God, Behold, I lay in Zion...a precious corner stone, a sure foundation' (Isaiah 28:16). As the clouds part to reveal the divine light, their shadows temper the bold red and ultramarine blue, the apricots, pinks, gold and white of the highlights to a wonderful overall harmony, a haze of grey, sky-blue and saffron","What do Mary, Joseph and Jesus mirror the Holy Spirit and Christ on?",on earth in a Terrestrial Trinity
29306-314muril.jpg,"Murillo was one of the leading artists in seventeenth-century Spain, surpassed in his lifetime only by Vel�zquez. Both artists were from Seville, but their temperament, careers and critical success could hardly have been more different. Vel�zquez spent the greater part of his life at court in Madrid. Murillo remained in Seville, painting mainly religious subjects for pious foundations; his death was the result of a fall from a scaffold in the Capuchin church in Cadiz. His secular paintings included a few masterly portraits, but otherwise consisted almost entirely of scenes of childhood, an unprecedented genre in Spain.Murillo's fame eclipsed Vel�zquez's through the eighteenth century, when he was ranked second only to Raphael and influenced, among others, Gainsborough and Reynolds. Only around 1900 did his manner, so well attuned to the religious sensibilities of his time, begin to cloy. For Murillo is the great interpreter of a range of feelings we have come to mistrust: avoiding scenes of martyrdom, he specialised in tender Holy Families, lovable infant saints, graceful Madonnas and Immaculate Conceptions. In later life he was charmingly reassuring even in his portrayal of vagrant children. But the emotional springs of his work were not what they might seem to a twentieth-century viewer. The youngest of fourteen siblings, his parents died when he was nine, and he outlived his wife and all but three of their nine children. From 1635 Spain was interminably at war throughout Europe. In 1649 half the population of Seville died in the plague; there was a popular uprising in 1652. As the world about him sank further into grim despair, it was not sentimentality but heroism which impelled Murillo to cloak his painted world in clouds of incense and of roses. The visitor who flinches from uplifted eyes and pink-cheeked cherubs should perhaps first focus on the firm drawing of the hands, here masterfully foreshortened and individually characterised in eloquent communion. The artist's impeccable draughtsmanship, at first sight concealed under the 'vaporous' brushwork of his late style, influenced by Rubens and Van Dyck, is the visible sign of his underlying stoicism.Murillo had treated the subject of the Two Trinities before, early in his career, when he depicted the Holy Family returning from the Temple (Luke 2:51). The compositions of both pictures derive from sixteenth-century engravings made for Jesuit devotional books by the Flemish Wierix brothers. These images, designed to appeal to a broad lay audience, stressed the humble labours of the Holy Family, and glorified Saint Joseph, carpenter, protector of the Virgin and earthly father of Christ. As God the Father, the dove of the Holy Spirit and Christ form the Celestial Trinity, so Mary, Joseph and Jesus mirror them on earth in a Terrestrial Trinity. In this painting, probably commissioned as an altarpiece, Joseph - the only character directly to address us - holds the flowering rod, sign of God's will that he become Mary's husband. The Christ Child is raised on a dressed stone, both a compositional device to set him at the apex of a triangle in the centre of the painting and symbolic: 'thus saith the Lord God, Behold, I lay in Zion...a precious corner stone, a sure foundation' (Isaiah 28:16). As the clouds part to reveal the divine light, their shadows temper the bold red and ultramarine blue, the apricots, pinks, gold and white of the highlights to a wonderful overall harmony, a haze of grey, sky-blue and saffron",What could hardly have been more different?,"their temperament, careers and critical success"
29306-314muril.jpg,"Murillo was one of the leading artists in seventeenth-century Spain, surpassed in his lifetime only by Vel�zquez. Both artists were from Seville, but their temperament, careers and critical success could hardly have been more different. Vel�zquez spent the greater part of his life at court in Madrid. Murillo remained in Seville, painting mainly religious subjects for pious foundations; his death was the result of a fall from a scaffold in the Capuchin church in Cadiz. His secular paintings included a few masterly portraits, but otherwise consisted almost entirely of scenes of childhood, an unprecedented genre in Spain.Murillo's fame eclipsed Vel�zquez's through the eighteenth century, when he was ranked second only to Raphael and influenced, among others, Gainsborough and Reynolds. Only around 1900 did his manner, so well attuned to the religious sensibilities of his time, begin to cloy. For Murillo is the great interpreter of a range of feelings we have come to mistrust: avoiding scenes of martyrdom, he specialised in tender Holy Families, lovable infant saints, graceful Madonnas and Immaculate Conceptions. In later life he was charmingly reassuring even in his portrayal of vagrant children. But the emotional springs of his work were not what they might seem to a twentieth-century viewer. The youngest of fourteen siblings, his parents died when he was nine, and he outlived his wife and all but three of their nine children. From 1635 Spain was interminably at war throughout Europe. In 1649 half the population of Seville died in the plague; there was a popular uprising in 1652. As the world about him sank further into grim despair, it was not sentimentality but heroism which impelled Murillo to cloak his painted world in clouds of incense and of roses. The visitor who flinches from uplifted eyes and pink-cheeked cherubs should perhaps first focus on the firm drawing of the hands, here masterfully foreshortened and individually characterised in eloquent communion. The artist's impeccable draughtsmanship, at first sight concealed under the 'vaporous' brushwork of his late style, influenced by Rubens and Van Dyck, is the visible sign of his underlying stoicism.Murillo had treated the subject of the Two Trinities before, early in his career, when he depicted the Holy Family returning from the Temple (Luke 2:51). The compositions of both pictures derive from sixteenth-century engravings made for Jesuit devotional books by the Flemish Wierix brothers. These images, designed to appeal to a broad lay audience, stressed the humble labours of the Holy Family, and glorified Saint Joseph, carpenter, protector of the Virgin and earthly father of Christ. As God the Father, the dove of the Holy Spirit and Christ form the Celestial Trinity, so Mary, Joseph and Jesus mirror them on earth in a Terrestrial Trinity. In this painting, probably commissioned as an altarpiece, Joseph - the only character directly to address us - holds the flowering rod, sign of God's will that he become Mary's husband. The Christ Child is raised on a dressed stone, both a compositional device to set him at the apex of a triangle in the centre of the painting and symbolic: 'thus saith the Lord God, Behold, I lay in Zion...a precious corner stone, a sure foundation' (Isaiah 28:16). As the clouds part to reveal the divine light, their shadows temper the bold red and ultramarine blue, the apricots, pinks, gold and white of the highlights to a wonderful overall harmony, a haze of grey, sky-blue and saffron","Who is the visible sign of the visitor who flinches from uplifted eyes and pink-cheeked cherubs should perhaps first focus on the firm drawing of the hands, here masterfully foreshortened and individually's underlying stoicism?",the artist's impeccable draughtsmanship
29306-314muril.jpg,"Murillo was one of the leading artists in seventeenth-century Spain, surpassed in his lifetime only by Vel�zquez. Both artists were from Seville, but their temperament, careers and critical success could hardly have been more different. Vel�zquez spent the greater part of his life at court in Madrid. Murillo remained in Seville, painting mainly religious subjects for pious foundations; his death was the result of a fall from a scaffold in the Capuchin church in Cadiz. His secular paintings included a few masterly portraits, but otherwise consisted almost entirely of scenes of childhood, an unprecedented genre in Spain.Murillo's fame eclipsed Vel�zquez's through the eighteenth century, when he was ranked second only to Raphael and influenced, among others, Gainsborough and Reynolds. Only around 1900 did his manner, so well attuned to the religious sensibilities of his time, begin to cloy. For Murillo is the great interpreter of a range of feelings we have come to mistrust: avoiding scenes of martyrdom, he specialised in tender Holy Families, lovable infant saints, graceful Madonnas and Immaculate Conceptions. In later life he was charmingly reassuring even in his portrayal of vagrant children. But the emotional springs of his work were not what they might seem to a twentieth-century viewer. The youngest of fourteen siblings, his parents died when he was nine, and he outlived his wife and all but three of their nine children. From 1635 Spain was interminably at war throughout Europe. In 1649 half the population of Seville died in the plague; there was a popular uprising in 1652. As the world about him sank further into grim despair, it was not sentimentality but heroism which impelled Murillo to cloak his painted world in clouds of incense and of roses. The visitor who flinches from uplifted eyes and pink-cheeked cherubs should perhaps first focus on the firm drawing of the hands, here masterfully foreshortened and individually characterised in eloquent communion. The artist's impeccable draughtsmanship, at first sight concealed under the 'vaporous' brushwork of his late style, influenced by Rubens and Van Dyck, is the visible sign of his underlying stoicism.Murillo had treated the subject of the Two Trinities before, early in his career, when he depicted the Holy Family returning from the Temple (Luke 2:51). The compositions of both pictures derive from sixteenth-century engravings made for Jesuit devotional books by the Flemish Wierix brothers. These images, designed to appeal to a broad lay audience, stressed the humble labours of the Holy Family, and glorified Saint Joseph, carpenter, protector of the Virgin and earthly father of Christ. As God the Father, the dove of the Holy Spirit and Christ form the Celestial Trinity, so Mary, Joseph and Jesus mirror them on earth in a Terrestrial Trinity. In this painting, probably commissioned as an altarpiece, Joseph - the only character directly to address us - holds the flowering rod, sign of God's will that he become Mary's husband. The Christ Child is raised on a dressed stone, both a compositional device to set him at the apex of a triangle in the centre of the painting and symbolic: 'thus saith the Lord God, Behold, I lay in Zion...a precious corner stone, a sure foundation' (Isaiah 28:16). As the clouds part to reveal the divine light, their shadows temper the bold red and ultramarine blue, the apricots, pinks, gold and white of the highlights to a wonderful overall harmony, a haze of grey, sky-blue and saffron",What do the compositions of both pictures derive from?,from sixteenth-century engravings made for Jesuit devotional books by the Flemish Wierix brothers
07734-portrait.jpg,"Carolus-Duran, a fashionable society portraitist, arrived in Russia in 1876 at the invitation of Alexander Polovtsov, a senator and secretary of state under Alexander III. While there, he painted several family members, including Polovtsov's daughter Anna, who married Prince Alexei Obolensky, a high-ranking state official",Who was a fashionable society portraitist?,Carolus-Duran
07734-portrait.jpg,"Carolus-Duran, a fashionable society portraitist, arrived in Russia in 1876 at the invitation of Alexander Polovtsov, a senator and secretary of state under Alexander III. While there, he painted several family members, including Polovtsov's daughter Anna, who married Prince Alexei Obolensky, a high-ranking state official",Who did who marry?,Prince Alexei Obolensky
07734-portrait.jpg,"Carolus-Duran, a fashionable society portraitist, arrived in Russia in 1876 at the invitation of Alexander Polovtsov, a senator and secretary of state under Alexander III. While there, he painted several family members, including Polovtsov's daughter Anna, who married Prince Alexei Obolensky, a high-ranking state official",Who did Carolus-Duran paint?,several family members
07734-portrait.jpg,"Carolus-Duran, a fashionable society portraitist, arrived in Russia in 1876 at the invitation of Alexander Polovtsov, a senator and secretary of state under Alexander III. While there, he painted several family members, including Polovtsov's daughter Anna, who married Prince Alexei Obolensky, a high-ranking state official","Where did Carolus-Duran arrive in 1876 at the invitation of Alexander Polovtsov, a senator and secretary of state under Alexander III?",in Russia
07734-portrait.jpg,"Carolus-Duran, a fashionable society portraitist, arrived in Russia in 1876 at the invitation of Alexander Polovtsov, a senator and secretary of state under Alexander III. While there, he painted several family members, including Polovtsov's daughter Anna, who married Prince Alexei Obolensky, a high-ranking state official",Whose daughter Anna were several family members?,including Polovtsov's daughter Anna
07734-portrait.jpg,"Carolus-Duran, a fashionable society portraitist, arrived in Russia in 1876 at the invitation of Alexander Polovtsov, a senator and secretary of state under Alexander III. While there, he painted several family members, including Polovtsov's daughter Anna, who married Prince Alexei Obolensky, a high-ranking state official",Who was a high-ranking state official?,Prince Alexei Obolensky
14910-early12.jpg,"In the late summer of 1885 Gauguin travelled to London on business and this painting may have been produced during that trip. The work is quite unique in his oeuvre, and seems to represent a self conscious attempt at fusing the ingredients of different cultures, worked in an avant-garde style. The horse's head is borrowed from the Elgin Marbles, on display in the British M�seum, and coupled with Japanese fans and a puppet of the type that were popular in Paris at the time. Such plunderings from non-Western sources was later to become commonplace in Gauguin's work, when he used them deliberately to attempt to create a 'primitive' flavour. However, it is the handling of the work that makes it unique, for the loose brushwork of earlier Impressionist style paintings has been systematized into the pointillist technique used by Seurat and Signac at this time. Gauguin has rejected the methods of the Impressionists and attempted to paint in the manner of the most advanced Parisian artists",What is the handling of the work that makes it unique?,the horse's head
14910-early12.jpg,"In the late summer of 1885 Gauguin travelled to London on business and this painting may have been produced during that trip. The work is quite unique in his oeuvre, and seems to represent a self conscious attempt at fusing the ingredients of different cultures, worked in an avant-garde style. The horse's head is borrowed from the Elgin Marbles, on display in the British M�seum, and coupled with Japanese fans and a puppet of the type that were popular in Paris at the time. Such plunderings from non-Western sources was later to become commonplace in Gauguin's work, when he used them deliberately to attempt to create a 'primitive' flavour. However, it is the handling of the work that makes it unique, for the loose brushwork of earlier Impressionist style paintings has been systematized into the pointillist technique used by Seurat and Signac at this time. Gauguin has rejected the methods of the Impressionists and attempted to paint in the manner of the most advanced Parisian artists",What is the horse's head the handling of?,of the work that makes it unique
14910-early12.jpg,"In the late summer of 1885 Gauguin travelled to London on business and this painting may have been produced during that trip. The work is quite unique in his oeuvre, and seems to represent a self conscious attempt at fusing the ingredients of different cultures, worked in an avant-garde style. The horse's head is borrowed from the Elgin Marbles, on display in the British M�seum, and coupled with Japanese fans and a puppet of the type that were popular in Paris at the time. Such plunderings from non-Western sources was later to become commonplace in Gauguin's work, when he used them deliberately to attempt to create a 'primitive' flavour. However, it is the handling of the work that makes it unique, for the loose brushwork of earlier Impressionist style paintings has been systematized into the pointillist technique used by Seurat and Signac at this time. Gauguin has rejected the methods of the Impressionists and attempted to paint in the manner of the most advanced Parisian artists",What are worked in an avant-garde style?,different cultures
14910-early12.jpg,"In the late summer of 1885 Gauguin travelled to London on business and this painting may have been produced during that trip. The work is quite unique in his oeuvre, and seems to represent a self conscious attempt at fusing the ingredients of different cultures, worked in an avant-garde style. The horse's head is borrowed from the Elgin Marbles, on display in the British M�seum, and coupled with Japanese fans and a puppet of the type that were popular in Paris at the time. Such plunderings from non-Western sources was later to become commonplace in Gauguin's work, when he used them deliberately to attempt to create a 'primitive' flavour. However, it is the handling of the work that makes it unique, for the loose brushwork of earlier Impressionist style paintings has been systematized into the pointillist technique used by Seurat and Signac at this time. Gauguin has rejected the methods of the Impressionists and attempted to paint in the manner of the most advanced Parisian artists",What is the horse's head coupled with?,with Japanese fans and a puppet of the type that were popular in Paris at the time
14910-early12.jpg,"In the late summer of 1885 Gauguin travelled to London on business and this painting may have been produced during that trip. The work is quite unique in his oeuvre, and seems to represent a self conscious attempt at fusing the ingredients of different cultures, worked in an avant-garde style. The horse's head is borrowed from the Elgin Marbles, on display in the British M�seum, and coupled with Japanese fans and a puppet of the type that were popular in Paris at the time. Such plunderings from non-Western sources was later to become commonplace in Gauguin's work, when he used them deliberately to attempt to create a 'primitive' flavour. However, it is the handling of the work that makes it unique, for the loose brushwork of earlier Impressionist style paintings has been systematized into the pointillist technique used by Seurat and Signac at this time. Gauguin has rejected the methods of the Impressionists and attempted to paint in the manner of the most advanced Parisian artists",What has the loose brushwork of earlier Impressionist style paintings been systematized into?,into the pointillist technique used by Seurat and Signac at this time
14910-early12.jpg,"In the late summer of 1885 Gauguin travelled to London on business and this painting may have been produced during that trip. The work is quite unique in his oeuvre, and seems to represent a self conscious attempt at fusing the ingredients of different cultures, worked in an avant-garde style. The horse's head is borrowed from the Elgin Marbles, on display in the British M�seum, and coupled with Japanese fans and a puppet of the type that were popular in Paris at the time. Such plunderings from non-Western sources was later to become commonplace in Gauguin's work, when he used them deliberately to attempt to create a 'primitive' flavour. However, it is the handling of the work that makes it unique, for the loose brushwork of earlier Impressionist style paintings has been systematized into the pointillist technique used by Seurat and Signac at this time. Gauguin has rejected the methods of the Impressionists and attempted to paint in the manner of the most advanced Parisian artists",What was later to become commonplace in Gauguin's work?,such plunderings from non-Western sources
15240-8patrie.jpg,"This is an unfinished study for a large painting representing La Patrie en Danger painted by the artist on the commission of King Louis Philippe in 1832. The composition was ordered for the Salle de Sept Chemin�es in the Louvre as a pendant to another grand painting of more recent history: the Lecture de la D�claration des d�pute�s proclamant le duc d'Orleans lieutenant g�neral du royaume, 21 juillet 1830. The final painting, which is now in the deposits of Versailles, has not been shown for many years, and was left unfinished at the artist's death",What has not been shown for many years?,the final painting
15240-8patrie.jpg,"This is an unfinished study for a large painting representing La Patrie en Danger painted by the artist on the commission of King Louis Philippe in 1832. The composition was ordered for the Salle de Sept Chemin�es in the Louvre as a pendant to another grand painting of more recent history: the Lecture de la D�claration des d�pute�s proclamant le duc d'Orleans lieutenant g�neral du royaume, 21 juillet 1830. The final painting, which is now in the deposits of Versailles, has not been shown for many years, and was left unfinished at the artist's death",What is now in the deposits of Versailles?,the final painting
15240-8patrie.jpg,"This is an unfinished study for a large painting representing La Patrie en Danger painted by the artist on the commission of King Louis Philippe in 1832. The composition was ordered for the Salle de Sept Chemin�es in the Louvre as a pendant to another grand painting of more recent history: the Lecture de la D�claration des d�pute�s proclamant le duc d'Orleans lieutenant g�neral du royaume, 21 juillet 1830. The final painting, which is now in the deposits of Versailles, has not been shown for many years, and was left unfinished at the artist's death",What is an unfinished study for a large painting representing La Patrie en Danger painted by the artist on the commission of King Louis Philippe in 1832?,this
15240-8patrie.jpg,"This is an unfinished study for a large painting representing La Patrie en Danger painted by the artist on the commission of King Louis Philippe in 1832. The composition was ordered for the Salle de Sept Chemin�es in the Louvre as a pendant to another grand painting of more recent history: the Lecture de la D�claration des d�pute�s proclamant le duc d'Orleans lieutenant g�neral du royaume, 21 juillet 1830. The final painting, which is now in the deposits of Versailles, has not been shown for many years, and was left unfinished at the artist's death",What was the final painting left unfinished at?,at the artist's death
15240-8patrie.jpg,"This is an unfinished study for a large painting representing La Patrie en Danger painted by the artist on the commission of King Louis Philippe in 1832. The composition was ordered for the Salle de Sept Chemin�es in the Louvre as a pendant to another grand painting of more recent history: the Lecture de la D�claration des d�pute�s proclamant le duc d'Orleans lieutenant g�neral du royaume, 21 juillet 1830. The final painting, which is now in the deposits of Versailles, has not been shown for many years, and was left unfinished at the artist's death",Whose death was the final painting left unfinished at?,at the artist's death
15240-8patrie.jpg,"This is an unfinished study for a large painting representing La Patrie en Danger painted by the artist on the commission of King Louis Philippe in 1832. The composition was ordered for the Salle de Sept Chemin�es in the Louvre as a pendant to another grand painting of more recent history: the Lecture de la D�claration des d�pute�s proclamant le duc d'Orleans lieutenant g�neral du royaume, 21 juillet 1830. The final painting, which is now in the deposits of Versailles, has not been shown for many years, and was left unfinished at the artist's death",When has the final painting not been shown?,for many years
20412-1warlord.jpg,"B�la Iv�nyi Gr�nwald, like all the other members of Holl�sy's circle in Munich, was greatly influenced by the fine naturalism of Jules Bastien-Lepage. Right until his Nagyb�nya period, he painted in a similar style. The War Lord's Sword (1890), a painting worthy of the standard set by Bastien-Lepage, is set apart from his other paintings from the same period; in this painting, just like in Bastien-Lepage's works, the rustic scenes are depicted with tender sympathy.This painting takes us back to the world of legends dealing with the origin of the Hungarian people. According to the legend, in Attila the Hun's time a shepherd found God's sword standing thrust into the earth. The king interpreted this as a manifesation of God's will, and set off to conquer the western world with the sword. Iv�nyi depicted this scene very simple, in accordance with the rules of tonal painting. As a result, the painting is very different from the representative historical tableaux produced during the time of the Millennial celebrations",What was the Hun's time?,the legend
20412-1warlord.jpg,"B�la Iv�nyi Gr�nwald, like all the other members of Holl�sy's circle in Munich, was greatly influenced by the fine naturalism of Jules Bastien-Lepage. Right until his Nagyb�nya period, he painted in a similar style. The War Lord's Sword (1890), a painting worthy of the standard set by Bastien-Lepage, is set apart from his other paintings from the same period; in this painting, just like in Bastien-Lepage's works, the rustic scenes are depicted with tender sympathy.This painting takes us back to the world of legends dealing with the origin of the Hungarian people. According to the legend, in Attila the Hun's time a shepherd found God's sword standing thrust into the earth. The king interpreted this as a manifesation of God's will, and set off to conquer the western world with the sword. Iv�nyi depicted this scene very simple, in accordance with the rules of tonal painting. As a result, the painting is very different from the representative historical tableaux produced during the time of the Millennial celebrations",When was the legend?,the Hun's time
20412-1warlord.jpg,"B�la Iv�nyi Gr�nwald, like all the other members of Holl�sy's circle in Munich, was greatly influenced by the fine naturalism of Jules Bastien-Lepage. Right until his Nagyb�nya period, he painted in a similar style. The War Lord's Sword (1890), a painting worthy of the standard set by Bastien-Lepage, is set apart from his other paintings from the same period; in this painting, just like in Bastien-Lepage's works, the rustic scenes are depicted with tender sympathy.This painting takes us back to the world of legends dealing with the origin of the Hungarian people. According to the legend, in Attila the Hun's time a shepherd found God's sword standing thrust into the earth. The king interpreted this as a manifesation of God's will, and set off to conquer the western world with the sword. Iv�nyi depicted this scene very simple, in accordance with the rules of tonal painting. As a result, the painting is very different from the representative historical tableaux produced during the time of the Millennial celebrations",Who was the legend in?,in Attila
20412-1warlord.jpg,"B�la Iv�nyi Gr�nwald, like all the other members of Holl�sy's circle in Munich, was greatly influenced by the fine naturalism of Jules Bastien-Lepage. Right until his Nagyb�nya period, he painted in a similar style. The War Lord's Sword (1890), a painting worthy of the standard set by Bastien-Lepage, is set apart from his other paintings from the same period; in this painting, just like in Bastien-Lepage's works, the rustic scenes are depicted with tender sympathy.This painting takes us back to the world of legends dealing with the origin of the Hungarian people. According to the legend, in Attila the Hun's time a shepherd found God's sword standing thrust into the earth. The king interpreted this as a manifesation of God's will, and set off to conquer the western world with the sword. Iv�nyi depicted this scene very simple, in accordance with the rules of tonal painting. As a result, the painting is very different from the representative historical tableaux produced during the time of the Millennial celebrations",Who found God's sword standing thrust into the earth?,a shepherd
20412-1warlord.jpg,"B�la Iv�nyi Gr�nwald, like all the other members of Holl�sy's circle in Munich, was greatly influenced by the fine naturalism of Jules Bastien-Lepage. Right until his Nagyb�nya period, he painted in a similar style. The War Lord's Sword (1890), a painting worthy of the standard set by Bastien-Lepage, is set apart from his other paintings from the same period; in this painting, just like in Bastien-Lepage's works, the rustic scenes are depicted with tender sympathy.This painting takes us back to the world of legends dealing with the origin of the Hungarian people. According to the legend, in Attila the Hun's time a shepherd found God's sword standing thrust into the earth. The king interpreted this as a manifesation of God's will, and set off to conquer the western world with the sword. Iv�nyi depicted this scene very simple, in accordance with the rules of tonal painting. As a result, the painting is very different from the representative historical tableaux produced during the time of the Millennial celebrations",What did the king interpret as a manifesation of God's will?,this
20412-1warlord.jpg,"B�la Iv�nyi Gr�nwald, like all the other members of Holl�sy's circle in Munich, was greatly influenced by the fine naturalism of Jules Bastien-Lepage. Right until his Nagyb�nya period, he painted in a similar style. The War Lord's Sword (1890), a painting worthy of the standard set by Bastien-Lepage, is set apart from his other paintings from the same period; in this painting, just like in Bastien-Lepage's works, the rustic scenes are depicted with tender sympathy.This painting takes us back to the world of legends dealing with the origin of the Hungarian people. According to the legend, in Attila the Hun's time a shepherd found God's sword standing thrust into the earth. The king interpreted this as a manifesation of God's will, and set off to conquer the western world with the sword. Iv�nyi depicted this scene very simple, in accordance with the rules of tonal painting. As a result, the painting is very different from the representative historical tableaux produced during the time of the Millennial celebrations",What did Bla Ivnyi Grnwald paint in right until his Nagybnya period?,in a similar style
21129-extensiv.jpg,"This painting, signed at lower right, shows an extensive Dutch river landscape with grazing and resting cattle",What is signed at lower right?,the painting
21129-extensiv.jpg,"This painting, signed at lower right, shows an extensive Dutch river landscape with grazing and resting cattle",What is the painting signed at?,at lower right
21129-extensiv.jpg,"This painting, signed at lower right, shows an extensive Dutch river landscape with grazing and resting cattle",What shows an extensive Dutch river landscape with grazing and resting cattle?,this painting
09627-nativity.jpg,"This early painting, showing mantegnesque elements, is close in style to the Madonna with St Francis in the Gem&#228;ldegalerie, Dresden",What is the Gem &#228; ldegalerie?,Dresden
09627-nativity.jpg,"This early painting, showing mantegnesque elements, is close in style to the Madonna with St Francis in the Gem&#228;ldegalerie, Dresden",What shows mantegnesque elements?,this early painting
09627-nativity.jpg,"This early painting, showing mantegnesque elements, is close in style to the Madonna with St Francis in the Gem&#228;ldegalerie, Dresden",Who is Dresden?,the Gem &#228; ldegalerie
09627-nativity.jpg,"This early painting, showing mantegnesque elements, is close in style to the Madonna with St Francis in the Gem&#228;ldegalerie, Dresden",What is close in style to the Madonna with St Francis in the Gem &#228; ldegalerie?,this early painting
07995-dream1.jpg,"We recognize this sleeping figure as Saint Catherine by the fragment of spiked wheel in the lower left corner, which was the instrument of an attempted martyrdom. Here Lodovico Carracci represented her legendary dream in which Mary and the infant Christ, accompanied by angels, appeared to her. Plighting his troth, Christ placed a ring on Catherine's finger, and through this mystic marriage she became his bride. To cast the event as a dream, rather than having Saint Catherine receive the ring while awake, is Lodovico's innovation.Two angels at the left look on with protective tenderness, while others barely emerge amid the vaporous bronze radiance at the right -- spirit becoming matter. The figures, solid and robust, bask in an indeterminate setting. A languorous warmth pervades the scene and slows the composition. At the same time, the quirky folds and pleats cascading down Catherine's garments impart a vertiginous sensation -- the dizziness of sleep.Lodovico was the eldest of the three Carracci, the family of Bolognese artists who inaugurated the age of the baroque. His depictions of saints in states of visionary ecstasy were highly prized in an age when the purpose of religious art was to arouse intensely pious emotions in the spectator",Who was the three Carracci the family of?,of Bolognese artists
07995-dream1.jpg,"We recognize this sleeping figure as Saint Catherine by the fragment of spiked wheel in the lower left corner, which was the instrument of an attempted martyrdom. Here Lodovico Carracci represented her legendary dream in which Mary and the infant Christ, accompanied by angels, appeared to her. Plighting his troth, Christ placed a ring on Catherine's finger, and through this mystic marriage she became his bride. To cast the event as a dream, rather than having Saint Catherine receive the ring while awake, is Lodovico's innovation.Two angels at the left look on with protective tenderness, while others barely emerge amid the vaporous bronze radiance at the right -- spirit becoming matter. The figures, solid and robust, bask in an indeterminate setting. A languorous warmth pervades the scene and slows the composition. At the same time, the quirky folds and pleats cascading down Catherine's garments impart a vertiginous sensation -- the dizziness of sleep.Lodovico was the eldest of the three Carracci, the family of Bolognese artists who inaugurated the age of the baroque. His depictions of saints in states of visionary ecstasy were highly prized in an age when the purpose of religious art was to arouse intensely pious emotions in the spectator",What impart a vertiginous sensation-- the dizziness of sleep at the same time?,the quirky folds and pleats cascading down Catherine's garments
07995-dream1.jpg,"We recognize this sleeping figure as Saint Catherine by the fragment of spiked wheel in the lower left corner, which was the instrument of an attempted martyrdom. Here Lodovico Carracci represented her legendary dream in which Mary and the infant Christ, accompanied by angels, appeared to her. Plighting his troth, Christ placed a ring on Catherine's finger, and through this mystic marriage she became his bride. To cast the event as a dream, rather than having Saint Catherine receive the ring while awake, is Lodovico's innovation.Two angels at the left look on with protective tenderness, while others barely emerge amid the vaporous bronze radiance at the right -- spirit becoming matter. The figures, solid and robust, bask in an indeterminate setting. A languorous warmth pervades the scene and slows the composition. At the same time, the quirky folds and pleats cascading down Catherine's garments impart a vertiginous sensation -- the dizziness of sleep.Lodovico was the eldest of the three Carracci, the family of Bolognese artists who inaugurated the age of the baroque. His depictions of saints in states of visionary ecstasy were highly prized in an age when the purpose of religious art was to arouse intensely pious emotions in the spectator",When were Lodovico's depictions of saints in states of visionary ecstasy highly prized when the purpose of religious art was to arouse intensely pious emotions in the spectator?,in an age
